Data,Sabor,Local de venda,Preço,Tamanho,Vendas
2022-03-06,Uva,Cidade,7.15,250g,0
2022-03-06,Uva,Cidade,12.76,500g,0
2022-03-06,Uva,Cidade,18.98,1kg,14
2022-03-13,Chocolate,Supermercado,3.83,Casquinha,34
2022-03-13,Chocolate,Supermercado,7.29,250g,10
2022-03-13,Chocolate,Supermercado,12.21,500g,29
2022-03-13,Chocolate,Supermercado,20.92,1kg,0
2022-03-13,Chocolate,Shopping,3.18,Casquinha,37
2022-03-13,Chocolate,Shopping,6.48,250g,24
2022-03-13,Chocolate,Shopping,12.39,500g,18
2022-03-13,Chocolate,Shopping,18.79,1kg,1
2022-03-13,Chocolate,Praia,3.53,Casquinha,54
2022-03-13,Chocolate,Praia,6.4,250g,28
2022-03-13,Chocolate,Praia,11.06,500g,0
2022-03-13,Chocolate,Praia,21.81,1kg,29
2022-03-13,Chocolate,Cidade,3.81,Casquinha,46
2022-03-13,Chocolate,Cidade,6.94,250g,43
2022-03-13,Chocolate,Cidade,11.65,500g,25
2022-03-13,Chocolate,Cidade,20.32,1kg,23
2022-03-13,Morango,Supermercado,3.31,Casquinha,29
2022-03-13,Morango,Supermercado,6.46,250g,6
2022-03-13,Morango,Supermercado,12.81,500g,12
2022-03-13,Morango,Supermercado,20.26,1kg,20
2022-03-13,Morango,Shopping,3.37,Casquinha,34
2022-03-13,Morango,Shopping,6.86,250g,19
2022-03-13,Morango,Shopping,11.76,500g,14
2022-03-13,Morango,Shopping,21.49,1kg,2
2022-03-13,Morango,Praia,3.4,Casquinha,39
2022-03-13,Morango,Praia,7.51,250g,26
2022-03-13,Morango,Praia,11.74,500g,36
2022-03-13,Morango,Praia,18.53,1kg,22
2022-03-13,Morango,Cidade,3.23,Casquinha,36
2022-03-13,Morango,Cidade,7.13,250g,27
2022-03-13,Morango,Cidade,12.65,500g,35
2022-03-13,Morango,Cidade,19.49,1kg,10
2022-03-13,Creme,Supermercado,3.32,Casquinha,22
2022-03-13,Creme,Supermercado,7.67,250g,36
2022-03-13,Creme,Supermercado,11.64,500g,23
2022-03-13,Creme,Supermercado,19.73,1kg,5
2022-03-13,Creme,Shopping,3.79,Casquinha,41
2022-03-13,Creme,Shopping,6.95,250g,14
2022-03-13,Creme,Shopping,11.35,500g,11
2022-03-13,Creme,Shopping,21.02,1kg,0
2022-03-13,Creme,Praia,3.57,Casquinha,22
2022-03-13,Creme,Praia,6.97,250g,33
2022-03-13,Creme,Praia,10.91,500g,17
2022-03-13,Creme,Praia,18.68,1kg,14
2022-03-13,Creme,Cidade,3.61,Casquinha,40
2022-03-13,Creme,Cidade,6.66,250g,25
2022-03-13,Creme,Cidade,12.63,500g,4
2022-03-13,Creme,Cidade,20.18,1kg,23
2022-03-13,Limão,Supermercado,3.25,Casquinha,31
2022-03-13,Limão,Supermercado,6.89,250g,13
2022-03-13,Limão,Supermercado,12.81,500g,0
2022-03-13,Limão,Supermercado,20.32,1kg,12
2022-03-13,Limão,Shopping,3.5,Casquinha,9
2022-03-13,Limão,Shopping,6.88,250g,10
2022-03-13,Limão,Shopping,10.97,500g,8
2022-03-13,Limão,Shopping,19.22,1kg,0
2022-03-13,Limão,Praia,3.8,Casquinha,38
2022-03-13,Limão,Praia,7.04,250g,11
2022-03-13,Limão,Praia,12.49,500g,27
2022-03-13,Limão,Praia,19.46,1kg,11
2022-03-13,Limão,Cidade,3.22,Casquinha,7
2022-03-13,Limão,Cidade,7.18,250g,13
2022-03-13,Limão,Cidade,13.15,500g,25
2022-03-13,Limão,Cidade,20.03,1kg,7
2022-03-13,Uva,Supermercado,3.5,Casquinha,7
2022-03-13,Uva,Supermercado,7.06,250g,19
2022-03-13,Uva,Supermercado,11.34,500g,0
2022-03-13,Uva,Supermercado,21.33,1kg,0
2022-03-13,Uva,Shopping,3.78,Casquinha,9
2022-03-13,Uva,Shopping,7.51,250g,8
2022-03-13,Uva,Shopping,11.22,500g,4
2022-03-13,Uva,Shopping,19.6,1kg,6
2022-03-13,Uva,Praia,3.84,Casquinha,15
2022-03-13,Uva,Praia,6.73,250g,3
2022-03-13,Uva,Praia,12.97,500g,5
2022-03-13,Uva,Praia,18.32,1kg,12
2022-03-13,Uva,Cidade,3.59,Casquinha,26
2022-03-13,Uva,Cidade,6.34,250g,0
2022-03-13,Uva,Cidade,11.12,500g,0
2022-03-13,Uva,Cidade,21.43,1kg,12
2022-03-20,Chocolate,Supermercado,3.19,Casquinha,59
2022-03-20,Chocolate,Supermercado,6.56,250g,24
2022-03-20,Chocolate,Supermercado,12.26,500g,14
2022-03-20,Chocolate,Supermercado,21.32,1kg,29
2022-03-20,Chocolate,Shopping,3.57,Casquinha,48
2022-03-20,Chocolate,Shopping,7.11,250g,6
2022-03-20,Chocolate,Shopping,11.2,500g,4
2022-03-20,Chocolate,Shopping,19.6,1kg,5
2022-03-20,Chocolate,Praia,3.68,Casquinha,57
2022-03-20,Chocolate,Praia,6.71,250g,35
2022-03-20,Chocolate,Praia,11.8,500g,31
2022-03-20,Chocolate,Praia,20.19,1kg,36
2022-03-20,Chocolate,Cidade,3.19,Casquinha,26
2022-03-20,Chocolate,Cidade,7.7,250g,23
2022-03-20,Chocolate,Cidade,11.54,500g,27
2022-03-20,Chocolate,Cidade,19.36,1kg,25
2022-03-20,Morango,Supermercado,3.53,Casquinha,30
2022-03-20,Morango,Supermercado,6.77,250g,15
2022-03-20,Morango,Supermercado,10.9,500g,30
2022-03-20,Morango,Supermercado,19.53,1kg,17
2022-03-20,Morango,Shopping,3.67,Casquinha,17
2022-03-20,Morango,Shopping,6.5,250g,37
2022-03-20,Morango,Shopping,12.5,500g,22
2022-03-20,Morango,Shopping,18.07,1kg,21
2022-03-20,Morango,Praia,3.3,Casquinha,43
2022-03-20,Morango,Praia,7.36,250g,22
2022-03-20,Morango,Praia,11.07,500g,25
2022-03-20,Morango,Praia,20.76,1kg,30
2022-03-20,Morango,Cidade,3.83,Casquinha,32
2022-03-20,Morango,Cidade,7.49,250g,15
2022-03-20,Morango,Cidade,12.98,500g,45
2022-03-20,Morango,Cidade,20.83,1kg,16
2022-03-20,Creme,Supermercado,3.73,Casquinha,29
2022-03-20,Creme,Supermercado,6.97,250g,17
2022-03-20,Creme,Supermercado,11.88,500g,19
2022-03-20,Creme,Supermercado,21.78,1kg,0
2022-03-20,Creme,Shopping,3.53,Casquinha,33
2022-03-20,Creme,Shopping,7.25,250g,23
2022-03-20,Creme,Shopping,12.26,500g,25
2022-03-20,Creme,Shopping,21.29,1kg,12
2022-03-20,Creme,Praia,3.24,Casquinha,30
2022-03-20,Creme,Praia,6.66,250g,35
2022-03-20,Creme,Praia,12.89,500g,32
2022-03-20,Creme,Praia,19.05,1kg,11
2022-03-20,Creme,Cidade,3.15,Casquinha,18
2022-03-20,Creme,Cidade,7.36,250g,19
2022-03-20,Creme,Cidade,11.46,500g,7
2022-03-20,Creme,Cidade,19.15,1kg,10
2022-03-20,Limão,Supermercado,3.7,Casquinha,25
2022-03-20,Limão,Supermercado,7.58,250g,5
2022-03-20,Limão,Supermercado,12.43,500g,11
2022-03-20,Limão,Supermercado,19.0,1kg,9
2022-03-20,Limão,Shopping,3.78,Casquinha,27
2022-03-20,Limão,Shopping,7.23,250g,27
2022-03-20,Limão,Shopping,11.79,500g,7
2022-03-20,Limão,Shopping,21.6,1kg,28
2022-03-20,Limão,Praia,3.39,Casquinha,32
2022-03-20,Limão,Praia,7.42,250g,14
2022-03-20,Limão,Praia,12.04,500g,11
2022-03-20,Limão,Praia,20.62,1kg,6
2022-03-20,Limão,Cidade,3.42,Casquinha,16
2022-03-20,Limão,Cidade,7.4,250g,26
2022-03-20,Limão,Cidade,11.64,500g,20
2022-03-20,Limão,Cidade,18.96,1kg,6
2022-03-20,Uva,Supermercado,3.29,Casquinha,7
2022-03-20,Uva,Supermercado,6.35,250g,20
2022-03-20,Uva,Supermercado,13.0,500g,9
2022-03-20,Uva,Supermercado,19.1,1kg,0
2022-03-20,Uva,Shopping,3.2,Casquinha,0
2022-03-20,Uva,Shopping,6.89,250g,7
2022-03-20,Uva,Shopping,13.03,500g,9
2022-03-20,Uva,Shopping,21.54,1kg,10
2022-03-20,Uva,Praia,3.37,Casquinha,31
2022-03-20,Uva,Praia,7.17,250g,0
2022-03-20,Uva,Praia,11.96,500g,11
2022-03-20,Uva,Praia,21.28,1kg,6
2022-03-20,Uva,Cidade,3.45,Casquinha,4
2022-03-20,Uva,Cidade,6.44,250g,19
2022-03-20,Uva,Cidade,11.65,500g,5
2022-03-20,Uva,Cidade,21.26,1kg,5
2022-03-27,Chocolate,Supermercado,3.4,Casquinha,34
2022-03-27,Chocolate,Supermercado,6.54,250g,31
2022-03-27,Chocolate,Supermercado,12.94,500g,29
2022-03-27,Chocolate,Supermercado,22.0,1kg,19
2022-03-27,Chocolate,Shopping,3.41,Casquinha,45
2022-03-27,Chocolate,Shopping,7.7,250g,22
2022-03-27,Chocolate,Shopping,12.31,500g,27
2022-03-27,Chocolate,Shopping,19.42,1kg,22
2022-03-27,Chocolate,Praia,3.55,Casquinha,55
2022-03-27,Chocolate,Praia,6.33,250g,45
2022-03-27,Chocolate,Praia,11.61,500g,24
2022-03-27,Chocolate,Praia,21.62,1kg,16
2022-03-27,Chocolate,Cidade,3.18,Casquinha,34
2022-03-27,Chocolate,Cidade,7.16,250g,19
2022-03-27,Chocolate,Cidade,12.08,500g,18
2022-03-27,Chocolate,Cidade,18.95,1kg,13
2022-03-27,Morango,Supermercado,3.5,Casquinha,28
2022-03-27,Morango,Supermercado,7.32,250g,24
2022-03-27,Morango,Supermercado,11.59,500g,7
2022-03-27,Morango,Supermercado,20.28,1kg,24
2022-03-27,Morango,Shopping,3.69,Casquinha,30
2022-03-27,Morango,Shopping,6.77,250g,24
2022-03-27,Morango,Shopping,11.91,500g,8
2022-03-27,Morango,Shopping,19.38,1kg,13
2022-03-27,Morango,Praia,3.25,Casquinha,46
2022-03-27,Morango,Praia,7.7,250g,31
2022-03-27,Morango,Praia,11.7,500g,34
2022-03-27,Morango,Praia,18.47,1kg,20
2022-03-27,Morango,Cidade,3.63,Casquinha,21
2022-03-27,Morango,Cidade,6.86,250g,20
2022-03-27,Morango,Cidade,10.98,500g,9
2022-03-27,Morango,Cidade,19.25,1kg,23
2022-03-27,Creme,Supermercado,3.23,Casquinha,27
2022-03-27,Creme,Supermercado,7.1,250g,31
2022-03-27,Creme,Supermercado,12.17,500g,3
2022-03-27,Creme,Supermercado,20.98,1kg,8
2022-03-27,Creme,Shopping,3.24,Casquinha,28
2022-03-27,Creme,Shopping,6.59,250g,12
2022-03-27,Creme,Shopping,11.54,500g,0
2022-03-27,Creme,Shopping,20.83,1kg,0
2022-03-27,Creme,Praia,3.59,Casquinha,47
2022-03-27,Creme,Praia,6.71,250g,33
2022-03-27,Creme,Praia,11.57,500g,1
2022-03-27,Creme,Praia,21.94,1kg,8
2022-03-27,Creme,Cidade,3.72,Casquinha,28
2022-03-27,Creme,Cidade,7.5,250g,9
2022-03-27,Creme,Cidade,12.57,500g,11
2022-03-27,Creme,Cidade,20.03,1kg,0
2022-03-27,Limão,Supermercado,3.72,Casquinha,40
2022-03-27,Limão,Supermercado,6.46,250g,15
2022-03-27,Limão,Supermercado,12.16,500g,7
2022-03-27,Limão,Supermercado,20.54,1kg,0
2022-03-27,Limão,Shopping,3.33,Casquinha,16
2022-03-27,Limão,Shopping,6.61,250g,9
2022-03-27,Limão,Shopping,13.17,500g,3
2022-03-27,Limão,Shopping,20.18,1kg,4
2022-03-27,Limão,Praia,3.75,Casquinha,13
2022-03-27,Limão,Praia,7.09,250g,28
2022-03-27,Limão,Praia,12.52,500g,23
2022-03-27,Limão,Praia,21.48,1kg,23
2022-03-27,Limão,Cidade,3.76,Casquinha,4
2022-03-27,Limão,Cidade,7.2,250g,33
2022-03-27,Limão,Cidade,12.76,500g,10
2022-03-27,Limão,Cidade,21.49,1kg,0
2022-03-27,Uva,Supermercado,3.31,Casquinha,2
2022-03-27,Uva,Supermercado,6.85,250g,9
2022-03-27,Uva,Supermercado,11.23,500g,0
2022-03-27,Uva,Supermercado,21.97,1kg,0
2022-03-27,Uva,Shopping,3.85,Casquinha,16
2022-03-27,Uva,Shopping,6.37,250g,3
2022-03-27,Uva,Shopping,10.87,500g,2
2022-03-27,Uva,Shopping,20.06,1kg,0
2022-03-27,Uva,Praia,3.55,Casquinha,23
2022-03-27,Uva,Praia,6.73,250g,4
2022-03-27,Uva,Praia,13.01,500g,1
2022-03-27,Uva,Praia,21.16,1kg,26
2022-03-27,Uva,Cidade,3.72,Casquinha,4
2022-03-27,Uva,Cidade,7.61,250g,0
2022-03-27,Uva,Cidade,11.2,500g,7
2022-03-27,Uva,Cidade,21.2,1kg,0
2022-04-03,Chocolate,Supermercado,3.69,Casquinha,42
2022-04-03,Chocolate,Supermercado,6.44,250g,38
2022-04-03,Chocolate,Supermercado,12.21,500g,22
2022-04-03,Chocolate,Supermercado,18.69,1kg,19
2022-04-03,Chocolate,Shopping,3.16,Casquinha,47
2022-04-03,Chocolate,Shopping,7.24,250g,29
2022-04-03,Chocolate,Shopping,13.16,500g,15
2022-04-03,Chocolate,Shopping,21.89,1kg,25
2022-04-03,Chocolate,Praia,3.35,Casquinha,54
2022-04-03,Chocolate,Praia,6.47,250g,51
2022-04-03,Chocolate,Praia,12.08,500g,40
2022-04-03,Chocolate,Praia,21.03,1kg,15
2022-04-03,Chocolate,Cidade,3.79,Casquinha,42
2022-04-03,Chocolate,Cidade,7.18,250g,28
2022-04-03,Chocolate,Cidade,13.17,500g,7
2022-04-03,Chocolate,Cidade,20.5,1kg,7
2022-04-03,Morango,Supermercado,3.73,Casquinha,54
2022-04-03,Morango,Supermercado,7.5,250g,14
2022-04-03,Morango,Supermercado,11.98,500g,14
2022-04-03,Morango,Supermercado,18.0,1kg,10
2022-04-03,Morango,Shopping,3.65,Casquinha,28
2022-04-03,Morango,Shopping,6.72,250g,18
2022-04-03,Morango,Shopping,12.14,500g,34
2022-04-03,Morango,Shopping,18.22,1kg,3
2022-04-03,Morango,Praia,3.24,Casquinha,20
2022-04-03,Morango,Praia,6.71,250g,29
2022-04-03,Morango,Praia,10.96,500g,27
2022-04-03,Morango,Praia,18.49,1kg,24
2022-04-03,Morango,Cidade,3.2,Casquinha,51
2022-04-03,Morango,Cidade,7.36,250g,18
2022-04-03,Morango,Cidade,12.67,500g,0
2022-04-03,Morango,Cidade,18.04,1kg,6
2022-04-03,Creme,Supermercado,3.8,Casquinha,15
2022-04-03,Creme,Supermercado,7.59,250g,24
2022-04-03,Creme,Supermercado,13.0,500g,19
2022-04-03,Creme,Supermercado,18.92,1kg,15
2022-04-03,Creme,Shopping,3.22,Casquinha,24
2022-04-03,Creme,Shopping,6.63,250g,13
2022-04-03,Creme,Shopping,12.46,500g,6
2022-04-03,Creme,Shopping,18.65,1kg,12
2022-04-03,Creme,Praia,3.42,Casquinha,38
2022-04-03,Creme,Praia,6.88,250g,18
2022-04-03,Creme,Praia,11.02,500g,10
2022-04-03,Creme,Praia,18.52,1kg,14
2022-04-03,Creme,Cidade,3.32,Casquinha,22
2022-04-03,Creme,Cidade,6.68,250g,29
2022-04-03,Creme,Cidade,12.12,500g,24
2022-04-03,Creme,Cidade,21.39,1kg,17
2022-04-03,Limão,Supermercado,3.62,Casquinha,21
2022-04-03,Limão,Supermercado,7.58,250g,21
2022-04-03,Limão,Supermercado,13.12,500g,7
2022-04-03,Limão,Supermercado,18.78,1kg,17
2022-04-03,Limão,Shopping,3.53,Casquinha,29
2022-04-03,Limão,Shopping,6.44,250g,12
2022-04-03,Limão,Shopping,11.42,500g,7
2022-04-03,Limão,Shopping,19.28,1kg,10
2022-04-03,Limão,Praia,3.42,Casquinha,14
2022-04-03,Limão,Praia,7.5,250g,21
2022-04-03,Limão,Praia,11.87,500g,13
2022-04-03,Limão,Praia,19.1,1kg,19
2022-04-03,Limão,Cidade,3.25,Casquinha,21
2022-04-03,Limão,Cidade,6.45,250g,13
2022-04-03,Limão,Cidade,11.74,500g,0
2022-04-03,Limão,Cidade,18.7,1kg,15
2022-04-03,Uva,Supermercado,3.69,Casquinha,17
2022-04-03,Uva,Supermercado,6.74,250g,8
2022-04-03,Uva,Supermercado,12.37,500g,6
2022-04-03,Uva,Supermercado,21.09,1kg,3
2022-04-03,Uva,Shopping,3.52,Casquinha,11
2022-04-03,Uva,Shopping,7.52,250g,16
2022-04-03,Uva,Shopping,11.88,500g,14
2022-04-03,Uva,Shopping,21.39,1kg,2
2022-04-03,Uva,Praia,3.3,Casquinha,10
2022-04-03,Uva,Praia,7.47,250g,13
2022-04-03,Uva,Praia,11.22,500g,7
2022-04-03,Uva,Praia,20.31,1kg,0
2022-04-03,Uva,Cidade,3.75,Casquinha,13
2022-04-03,Uva,Cidade,6.38,250g,14
2022-04-03,Uva,Cidade,12.6,500g,0
2022-04-03,Uva,Cidade,19.24,1kg,26
2022-04-10,Chocolate,Supermercado,3.5,Casquinha,53
2022-04-10,Chocolate,Supermercado,7.06,250g,22
2022-04-10,Chocolate,Supermercado,12.9,500g,8
2022-04-10,Chocolate,Supermercado,21.4,1kg,20
2022-04-10,Chocolate,Shopping,3.54,Casquinha,43
2022-04-10,Chocolate,Shopping,6.8,250g,14
2022-04-10,Chocolate,Shopping,12.83,500g,38
2022-04-10,Chocolate,Shopping,18.38,1kg,12
2022-04-10,Chocolate,Praia,3.43,Casquinha,45
2022-04-10,Chocolate,Praia,6.76,250g,28
2022-04-10,Chocolate,Praia,12.36,500g,36
2022-04-10,Chocolate,Praia,20.04,1kg,29
2022-04-10,Chocolate,Cidade,3.72,Casquinha,31
2022-04-10,Chocolate,Cidade,7.09,250g,28
2022-04-10,Chocolate,Cidade,13.09,500g,27
2022-04-10,Chocolate,Cidade,20.59,1kg,31
2022-04-10,Morango,Supermercado,3.8,Casquinha,16
2022-04-10,Morango,Supermercado,7.67,250g,17
2022-04-10,Morango,Supermercado,12.87,500g,15
2022-04-10,Morango,Supermercado,19.66,1kg,0
2022-04-10,Morango,Shopping,3.25,Casquinha,30
2022-04-10,Morango,Shopping,7.53,250g,27
2022-04-10,Morango,Shopping,11.25,500g,13
2022-04-10,Morango,Shopping,21.06,1kg,13
2022-04-10,Morango,Praia,3.56,Casquinha,36
2022-04-10,Morango,Praia,6.6,250g,31
2022-04-10,Morango,Praia,10.98,500g,32
2022-04-10,Morango,Praia,20.26,1kg,3
2022-04-10,Morango,Cidade,3.58,Casquinha,17
2022-04-10,Morango,Cidade,6.64,250g,28
2022-04-10,Morango,Cidade,11.13,500g,23
2022-04-10,Morango,Cidade,18.75,1kg,25
2022-04-10,Creme,Supermercado,3.27,Casquinha,31
2022-04-10,Creme,Supermercado,7.22,250g,25
2022-04-10,Creme,Supermercado,11.78,500g,9
2022-04-10,Creme,Supermercado,21.39,1kg,21
2022-04-10,Creme,Shopping,3.68,Casquinha,18
2022-04-10,Creme,Shopping,6.56,250g,0
2022-04-10,Creme,Shopping,11.07,500g,4
2022-04-10,Creme,Shopping,21.28,1kg,19
2022-04-10,Creme,Praia,3.85,Casquinha,33
2022-04-10,Creme,Praia,7.42,250g,15
2022-04-10,Creme,Praia,12.69,500g,12
2022-04-10,Creme,Praia,19.82,1kg,26
2022-04-10,Creme,Cidade,3.57,Casquinha,26
2022-04-10,Creme,Cidade,7.68,250g,23
2022-04-10,Creme,Cidade,12.41,500g,38
2022-04-10,Creme,Cidade,19.09,1kg,4
2022-04-10,Limão,Supermercado,3.34,Casquinha,33
2022-04-10,Limão,Supermercado,7.15,250g,7
2022-04-10,Limão,Supermercado,11.05,500g,15
2022-04-10,Limão,Supermercado,21.84,1kg,19
2022-04-10,Limão,Shopping,3.62,Casquinha,17
2022-04-10,Limão,Shopping,7.21,250g,0
2022-04-10,Limão,Shopping,10.87,500g,6
2022-04-10,Limão,Shopping,19.95,1kg,0
2022-04-10,Limão,Praia,3.25,Casquinha,34
2022-04-10,Limão,Praia,6.71,250g,34
2022-04-10,Limão,Praia,10.83,500g,12
2022-04-10,Limão,Praia,18.62,1kg,3
2022-04-10,Limão,Cidade,3.41,Casquinha,28
2022-04-10,Limão,Cidade,6.62,250g,36
2022-04-10,Limão,Cidade,11.63,500g,22
2022-04-10,Limão,Cidade,21.01,1kg,12
2022-04-10,Uva,Supermercado,3.54,Casquinha,0
2022-04-10,Uva,Supermercado,7.53,250g,0
2022-04-10,Uva,Supermercado,10.89,500g,6
2022-04-10,Uva,Supermercado,20.42,1kg,6
2022-04-10,Uva,Shopping,3.49,Casquinha,9
2022-04-10,Uva,Shopping,7.55,250g,3
2022-04-10,Uva,Shopping,12.12,500g,0
2022-04-10,Uva,Shopping,20.86,1kg,3
2022-04-10,Uva,Praia,3.64,Casquinha,18
2022-04-10,Uva,Praia,6.91,250g,36
2022-04-10,Uva,Praia,12.22,500g,0
2022-04-10,Uva,Praia,19.8,1kg,15
2022-04-10,Uva,Cidade,3.71,Casquinha,8
2022-04-10,Uva,Cidade,7.25,250g,1
2022-04-10,Uva,Cidade,11.56,500g,4
2022-04-10,Uva,Cidade,21.05,1kg,9
2022-04-17,Chocolate,Supermercado,3.2,Casquinha,23
2022-04-17,Chocolate,Supermercado,6.63,250g,40
2022-04-17,Chocolate,Supermercado,12.28,500g,26
2022-04-17,Chocolate,Supermercado,21.93,1kg,18
2022-04-17,Chocolate,Shopping,3.59,Casquinha,33
2022-04-17,Chocolate,Shopping,7.26,250g,0
2022-04-17,Chocolate,Shopping,11.04,500g,16
2022-04-17,Chocolate,Shopping,18.29,1kg,13
2022-04-17,Chocolate,Praia,3.29,Casquinha,65
2022-04-17,Chocolate,Praia,6.98,250g,35
2022-04-17,Chocolate,Praia,11.61,500g,29
2022-04-17,Chocolate,Praia,19.09,1kg,13
2022-04-17,Chocolate,Cidade,3.58,Casquinha,40
2022-04-17,Chocolate,Cidade,7.66,250g,15
2022-04-17,Chocolate,Cidade,12.65,500g,21
2022-04-17,Chocolate,Cidade,21.97,1kg,25
2022-04-17,Morango,Supermercado,3.22,Casquinha,33
2022-04-17,Morango,Supermercado,7.66,250g,22
2022-04-17,Morango,Supermercado,12.4,500g,26
2022-04-17,Morango,Supermercado,20.14,1kg,21
2022-04-17,Morango,Shopping,3.71,Casquinha,14
2022-04-17,Morango,Shopping,7.09,250g,31
2022-04-17,Morango,Shopping,12.08,500g,32
2022-04-17,Morango,Shopping,18.4,1kg,8
2022-04-17,Morango,Praia,3.69,Casquinha,37
2022-04-17,Morango,Praia,6.81,250g,28
2022-04-17,Morango,Praia,12.27,500g,13
2022-04-17,Morango,Praia,19.56,1kg,30
2022-04-17,Morango,Cidade,3.67,Casquinha,51
2022-04-17,Morango,Cidade,6.84,250g,34
2022-04-17,Morango,Cidade,11.97,500g,3
2022-04-17,Morango,Cidade,21.06,1kg,8
2022-04-17,Creme,Supermercado,3.68,Casquinha,23
2022-04-17,Creme,Supermercado,6.32,250g,17
2022-04-17,Creme,Supermercado,11.83,500g,17
2022-04-17,Creme,Supermercado,19.88,1kg,11
2022-04-17,Creme,Shopping,3.33,Casquinha,24
2022-04-17,Creme,Shopping,7.14,250g,27
2022-04-17,Creme,Shopping,11.03,500g,20
2022-04-17,Creme,Shopping,20.36,1kg,9
2022-04-17,Creme,Praia,3.39,Casquinha,41
2022-04-17,Creme,Praia,6.68,250g,26
2022-04-17,Creme,Praia,12.01,500g,26
2022-04-17,Creme,Praia,20.72,1kg,29
2022-04-17,Creme,Cidade,3.4,Casquinha,39
2022-04-17,Creme,Cidade,6.6,250g,8
2022-04-17,Creme,Cidade,11.81,500g,15
2022-04-17,Creme,Cidade,21.88,1kg,16
2022-04-17,Limão,Supermercado,3.25,Casquinha,7
2022-04-17,Limão,Supermercado,7.41,250g,18
2022-04-17,Limão,Supermercado,12.68,500g,16
2022-04-17,Limão,Supermercado,21.94,1kg,0
2022-04-17,Limão,Shopping,3.77,Casquinha,17
2022-04-17,Limão,Shopping,6.45,250g,17
2022-04-17,Limão,Shopping,11.25,500g,25
2022-04-17,Limão,Shopping,18.6,1kg,8
2022-04-17,Limão,Praia,3.61,Casquinha,13
2022-04-17,Limão,Praia,7.23,250g,5
2022-04-17,Limão,Praia,11.92,500g,10
2022-04-17,Limão,Praia,21.16,1kg,14
2022-04-17,Limão,Cidade,3.19,Casquinha,26
2022-04-17,Limão,Cidade,7.5,250g,4
2022-04-17,Limão,Cidade,11.41,500g,16
2022-04-17,Limão,Cidade,18.85,1kg,0
2022-04-17,Uva,Supermercado,3.72,Casquinha,8
2022-04-17,Uva,Supermercado,6.95,250g,14
2022-04-17,Uva,Supermercado,12.66,500g,19
2022-04-17,Uva,Supermercado,18.2,1kg,0
2022-04-17,Uva,Shopping,3.58,Casquinha,15
2022-04-17,Uva,Shopping,6.8,250g,6
2022-04-17,Uva,Shopping,11.48,500g,0
2022-04-17,Uva,Shopping,19.14,1kg,0
2022-04-17,Uva,Praia,3.79,Casquinha,19
2022-04-17,Uva,Praia,7.56,250g,30
2022-04-17,Uva,Praia,11.55,500g,9
2022-04-17,Uva,Praia,19.96,1kg,34
2022-04-17,Uva,Cidade,3.47,Casquinha,20
2022-04-17,Uva,Cidade,6.93,250g,2
2022-04-17,Uva,Cidade,13.1,500g,16
2022-04-17,Uva,Cidade,21.76,1kg,0
2022-04-24,Chocolate,Supermercado,3.61,Casquinha,43
2022-04-24,Chocolate,Supermercado,6.8,250g,31
2022-04-24,Chocolate,Supermercado,12.24,500g,25
2022-04-24,Chocolate,Supermercado,18.92,1kg,5
2022-04-24,Chocolate,Shopping,3.67,Casquinha,13
2022-04-24,Chocolate,Shopping,6.68,250g,34
2022-04-24,Chocolate,Shopping,13.2,500g,18
2022-04-24,Chocolate,Shopping,21.89,1kg,19
2022-04-24,Chocolate,Praia,3.25,Casquinha,64
2022-04-24,Chocolate,Praia,6.81,250g,39
2022-04-24,Chocolate,Praia,13.15,500g,17
2022-04-24,Chocolate,Praia,19.86,1kg,19
2022-04-24,Chocolate,Cidade,3.63,Casquinha,40
2022-04-24,Chocolate,Cidade,7.13,250g,42
2022-04-24,Chocolate,Cidade,11.44,500g,8
2022-04-24,Chocolate,Cidade,21.82,1kg,21
2022-04-24,Morango,Supermercado,3.49,Casquinha,24
2022-04-24,Morango,Supermercado,6.64,250g,19
2022-04-24,Morango,Supermercado,12.8,500g,27
2022-04-24,Morango,Supermercado,18.93,1kg,17
2022-04-24,Morango,Shopping,3.23,Casquinha,31
2022-04-24,Morango,Shopping,7.7,250g,20
2022-04-24,Morango,Shopping,12.47,500g,25
2022-04-24,Morango,Shopping,21.13,1kg,9
2022-04-24,Morango,Praia,3.16,Casquinha,36
2022-04-24,Morango,Praia,6.51,250g,39
2022-04-24,Morango,Praia,11.34,500g,0
2022-04-24,Morango,Praia,19.16,1kg,7
2022-04-24,Morango,Cidade,3.27,Casquinha,27
2022-04-24,Morango,Cidade,6.64,250g,34
2022-04-24,Morango,Cidade,11.32,500g,21
2022-04-24,Morango,Cidade,20.42,1kg,3
2022-04-24,Creme,Supermercado,3.64,Casquinha,16
2022-04-24,Creme,Supermercado,6.76,250g,30
2022-04-24,Creme,Supermercado,12.44,500g,4
2022-04-24,Creme,Supermercado,19.5,1kg,5
2022-04-24,Creme,Shopping,3.34,Casquinha,21
2022-04-24,Creme,Shopping,6.39,250g,23
2022-04-24,Creme,Shopping,12.57,500g,9
2022-04-24,Creme,Shopping,18.26,1kg,0
2022-04-24,Creme,Praia,3.31,Casquinha,39
2022-04-24,Creme,Praia,6.59,250g,29
2022-04-24,Creme,Praia,11.61,500g,34
2022-04-24,Creme,Praia,21.36,1kg,16
2022-04-24,Creme,Cidade,3.71,Casquinha,15
